count,date
11792687,2019-11-02 00:00:00
11792687,2019-11-02 00:00:01
11792687,2019-11-02 00:00:02
11792812,2019-11-02 00:00:03
11792812,2019-11-02 00:00:04
11792812,2019-11-02 00:00:05
11792812,2019-11-02 00:00:06
11792812,2019-11-02 00:00:07
11792812,2019-11-02 00:00:08
11792812,2019-11-02 00:00:09
11792812,2019-11-02 00:00:10
11792812,2019-11-02 00:00:11
11792812,2019-11-02 00:00:12
11792812,2019-11-02 00:00:13
11792812,2019-11-02 00:00:14
11792812,2019-11-02 00:00:15
11792812,2019-11-02 00:00:16
11792812,2019-11-02 00:00:17
11792812,2019-11-02 00:00:18
11792812,2019-11-02 00:00:19
11792812,2019-11-02 00:00:20
11792812,2019-11-02 00:00:21
11792812,2019-11-02 00:00:22
11792812,2019-11-02 00:00:23
11792812,2019-11-02 00:00:24
11792888,2019-11-02 00:00:25
11792888,2019-11-02 00:00:26
11792888,2019-11-02 00:00:27
11792888,2019-11-02 00:00:28
11792888,2019-11-02 00:00:29
11792888,2019-11-02 00:00:30
11792888,2019-11-02 00:00:31
11792888,2019-11-02 00:00:32
11792888,2019-11-02 00:00:33
11792888,2019-11-02 00:00:34
11792888,2019-11-02 00:00:35
11792961,2019-11-02 00:00:36
11792961,2019-11-02 00:00:38
11792961,2019-11-02 00:00:39
11792961,2019-11-02 00:00:40
11792961,2019-11-02 00:00:41
11792961,2019-11-02 00:00:42
11792961,2019-11-02 00:00:43
11792961,2019-11-02 00:00:44
11792961,2019-11-02 00:00:45
11792961,2019-11-02 00:00:46
11792961,2019-11-02 00:00:47
11792972,2019-11-02 00:00:48
11792972,2019-11-02 00:00:49
11792972,2019-11-02 00:00:50
11792972,2019-11-02 00:00:51
11792972,2019-11-02 00:00:52
11792972,2019-11-02 00:00:53
11792972,2019-11-02 00:00:54
11792972,2019-11-02 00:00:55
11792972,2019-11-02 00:00:56
11792972,2019-11-02 00:00:57
11792972,2019-11-02 00:00:58
11792982,2019-11-02 00:00:59
11792982,2019-11-02 00:01:00
11792982,2019-11-02 00:01:01
11792982,2019-11-02 00:01:02
11792982,2019-11-02 00:01:03
11792982,2019-11-02 00:01:04
11792982,2019-11-02 00:01:05
11792982,2019-11-02 00:01:06
11792982,2019-11-02 00:01:07
11792982,2019-11-02 00:01:08
11792982,2019-11-02 00:01:09
11793537,2019-11-02 00:03:04
11793537,2019-11-02 00:03:05
11793537,2019-11-02 00:03:06
11793537,2019-11-02 00:03:07
